,FAMILY_INCOME_BRACKET,HOUSEHOLD_SIZE,SES_COMPOSITE_URBANICITY_ADJ,NUM_HS_ATTENDED,SCHOOL_PROBLEM_SCALE,SCHOOL_CLIMATE_SCALE,STUDENT_SCHOOL_MOTIVATION,TOTAL_AP_CREDITS,RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_WRIT_AVG,ACT_SCHOOL_AVG,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,REMEDIAL_COURSE_RATIO,ENROLLMENT_ATTAINMENT_STATUS,SAT_SCHOOL_AVG,HOURS_HOMEWORK
0,10,3,1.6907,1,-2.14,-9.0,-2.17,0.0,1,3.5,3.5,3.5,3.5,3.5,3.5,-9,22,-7.0,0,0,0.0,3,-18,3
1,3,6,-0.3923,1,-0.33,1.62,0.61,0.0,1,4.0,3.5,4.0,4.0,4.0,4.0,-9,-9,2.9,17,17,0.0,1,-18,7
2,6,3,1.1271,1,-1.01,0.65,0.52,6.0,3,3.0,2.5,3.0,3.5,2.5,3.5,-9,-9,2.8,31,31,0.0,3,-18,6
3,5,2,0.4283,1,0.84,-1.21,-8.0,6.5,3,4.0,4.0,4.0,3.5,4.0,4.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,4
4,9,4,0.2147,1,0.01,-1.88,1.21,3.0,1,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
5,5,6,1.0968,1,0.15,-0.02,0.89,0.0,1,4.0,3.0,3.5,3.0,3.0,3.5,-9,19,0.0,3,0,0.1,2,-18,-4
6,4,2,-0.4774,1,-0.66,-0.76,0.39,0.0,6,2.5,2.0,2.5,2.5,2.5,2.5,530,-9,1.2,13,6,0.5,1,1090,3
7,7,3,1.8383,2,-9.0,-9.0,0.61,1.0,1,4.0,3.5,3.5,3.5,3.5,3.5,-6,-6,3.5,56,47,0.0,13,-12,4
8,4,3,-0.1961,1,0.59,-0.51,0.34,1.0,1,3.5,3.5,3.5,4.0,3.5,4.0,-9,-9,3.2,28,28,0.0,3,-18,-4
9,4,4,0.1081,1,-0.11,0.55,0.7,3.0,1,3.5,4.0,4.0,3.5,3.5,4.0,530,24,-6.0,-6,-6,-6.0,-6,1080,5
10,5,6,1.0842,1,0.29,0.18,-2.39,0.0,1,3.5,3.0,3.0,3.5,3.0,3.5,-9,19,2.2,27,27,0.0,1,-18,-3
11,13,5,2.3344,1,-2.14,2.32,0.1,2.0,6,4.0,4.0,4.0,4.0,4.0,4.0,570,26,3.6,35,34,0.0,3,1140,6
12,13,4,2.4002,1,-1.3,-0.44,0.87,5.0,3,3.5,3.0,3.5,3.5,3.5,4.0,570,-9,-8.0,-8,-8,-8.0,-8,1190,3
13,2,2,-0.7851,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-13
14,11,3,1.0156,1,-9.0,-9.0,0.71,4.0,3,4.0,4.0,3.5,4.0,4.0,4.5,530,-9,3.9,33,33,0.0,3,1100,0
15,3,4,0.0523,1,-0.74,1.64,0.1,0.0,3,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,9
16,4,5,1.6782,1,-1.7,1.98,0.74,0.0,3,4.0,4.0,4.0,4.0,4.0,4.0,530,23,3.8,36,33,0.0,3,1070,7
17,-8,-8,-0.0453,1,1.19,-1.41,0.43,7.0,1,3.0,3.0,3.0,3.0,2.5,3.5,-9,-9,3.0,31,28,0.0,11,-18,6
18,2,4,-0.1967,1,-0.78,-0.42,-1.06,0.0,6,3.5,3.5,3.0,2.5,3.0,3.5,520,21,2.7,21,18,0.0,3,1100,5
19,10,3,0.329,1,-0.6,0.68,0.87,1.0,3,3.0,3.5,3.5,3.5,3.0,3.5,640,21,2.5,6,6,0.0,2,1280,6
20,13,4,1.4352,1,-0.76,0.42,-9.0,2.0,1,2.5,3.5,3.5,3.0,3.0,3.5,560,-9,2.3,28,28,0.1,1,1120,13
21,4,5,0.0219,1,-0.1,-0.72,-0.01,8.0,3,3.0,3.5,3.0,3.0,3.0,3.5,-9,-9,3.2,31,31,0.0,3,-18,-5
22,-8,-8,-0.1905,1,-9.0,-9.0,-0.2,0.0,6,-1.0,-1.0,-1.0,1.0,0.5,1.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
23,4,4,1.3806,3,-9.0,-9.0,0.89,3.5,3,3.5,4.0,-9.0,4.0,3.5,4.0,-6,-6,3.3,30,30,0.0,3,-12,9
24,5,5,0.1443,1,-0.74,1.67,0.26,0.0,1,1.5,1.5,1.5,1.5,1.5,1.5,420,-9,-7.0,0,0,0.0,5,870,-13
25,-8,-8,-8.0,1,-9.0,-9.0,0.74,0.0,1,3.5,3.0,3.0,3.0,3.0,3.0,-9,24,-8.0,-8,-8,-8.0,-8,-18,-24
26,3,3,-0.9147,2,-0.06,0.4,-8.0,0.0,6,1.0,2.5,2.0,1.5,1.5,2.0,-9,20,-6.0,-6,-6,-6.0,-6,-18,3
27,7,4,1.5847,1,-1.74,0.26,-0.26,5.5,3,3.5,3.5,4.0,3.5,3.5,4.0,530,24,3.5,36,36,0.0,3,1100,4
28,-8,-8,-8.0,1,-9.0,-9.0,1.03,0.0,6,2.0,2.5,2.0,3.0,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-24
29,3,4,-0.6866,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,-12
30,-8,-8,-0.0685,1,-8.0,-8.0,-0.71,0.0,6,-1.0,2.0,2.5,1.5,1.5,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
31,3,2,-8.0,1,-0.02,-0.26,0.1,0.0,6,-1.0,2.5,2.5,2.0,2.0,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-24
32,5,7,0.1982,1,-1.85,0.93,0.87,0.5,3,3.0,3.0,3.5,3.5,3.0,3.5,570,23,2.6,36,33,0.0,3,1160,-4
33,5,4,0.5493,1,-9.0,-9.0,0.7,1.0,3,4.0,4.0,4.0,4.0,4.0,4.5,470,-9,3.8,33,33,0.0,11,980,-3
34,7,4,0.9346,1,1.09,-1.43,0.75,0.0,5,3.0,2.0,1.5,2.0,1.5,2.0,560,-9,-8.0,-8,-8,-8.0,-8,1100,4
35,6,7,0.7026,1,0.02,-0.23,0.11,4.5,1,4.0,4.0,3.5,4.0,3.5,4.0,520,23,3.0,4,4,0.0,1,1070,5
36,-8,-8,-0.077,1,0.12,0.17,-8.0,0.0,6,3.0,2.5,2.0,1.5,1.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-5
37,2,2,-0.8222,1,1.48,0.56,0.42,0.0,2,3.5,3.5,-1.0,1.5,2.0,2.5,-9,18,-6.0,-6,-6,-6.0,-6,-18,-13
38,-8,-8,-0.0755,1,-0.19,-9.0,-8.0,0.0,6,-1.0,0.5,0.5,0.5,0.5,0.5,-9,24,-6.0,-6,-6,-6.0,-6,-18,7
39,-8,-8,-0.3713,2,-9.0,-9.0,-9.0,0.0,3,3.0,2.5,2.0,2.5,2.5,2.5,-6,-6,0.4,25,6,0.0,1,-12,3
40,13,4,1.3242,1,-1.85,1.79,-0.04,3.5,3,3.5,3.0,3.0,3.5,3.5,4.0,600,25,3.3,27,27,0.0,3,1200,3
41,3,5,-0.375,-8,-8.0,-8.0,0.89,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8,-8,-8.0,-8,-16,8
42,-8,-8,-0.2156,1,-0.2,0.55,0.22,0.0,3,2.0,2.0,2.5,3.0,2.0,2.5,470,22,1.1,25,10,0.1,-9,980,7
43,-8,-8,-8.0,-8,-0.95,-0.61,0.08,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
44,-8,-8,-0.2997,1,-0.57,1.52,0.87,0.0,1,2.5,2.5,2.5,3.0,2.5,2.5,450,22,-6.0,-6,-6,-6.0,-6,1110,4
45,6,4,0.4437,1,-2.14,2.08,0.91,9.0,1,4.0,4.0,4.0,4.0,4.0,4.5,560,-9,3.5,29,29,0.0,3,1070,6
46,1,3,-0.951,1,0.02,-0.35,-0.86,0.0,1,3.0,2.0,1.0,1.5,1.5,2.0,470,-9,-7.0,0,0,0.0,1,970,6
47,-8,-8,-0.534,1,1.12,-0.07,0.7,0.0,1,3.0,3.0,2.5,3.0,2.5,2.5,-9,-9,4.0,40,40,0.0,5,-18,3
48,6,3,0.8707,1,-1.01,1.37,-8.0,0.0,3,2.0,2.0,2.0,2.0,2.0,2.0,490,22,-8.0,-8,-8,-8.0,-8,1020,3
49,3,4,-0.1844,1,1.41,-1.49,-2.1,1.0,1,2.5,2.0,1.5,3.5,2.0,2.5,450,21,1.0,3,3,0.2,1,990,5
50,7,4,1.53,2,-9.0,-9.0,-0.84,3.0,6,3.0,3.0,3.5,4.0,3.5,3.5,-6,-6,3.9,32,32,0.0,3,-12,6
51,1,4,-0.7216,1,0.3,0.62,0.53,0.0,6,3.0,2.0,2.0,3.0,2.5,2.5,-9,19,-7.0,0,0,0.0,-9,-18,4
52,-8,-8,-8.0,1,-1.66,2.43,-0.66,0.0,1,2.0,1.5,2.5,3.0,2.0,2.0,560,25,0.0,14,0,0.2,1,1160,-24
53,6,4,0.432,1,-1.68,1.75,0.45,3.0,1,3.5,3.5,3.5,3.0,3.0,3.5,560,-9,-8.0,-8,-8,-8.0,-8,1070,9
54,-8,-8,-8.0,1,0.49,-0.46,1.06,10.0,1,3.5,4.0,4.0,3.5,3.5,4.5,-9,-9,3.2,36,36,0.0,3,-18,-24
55,7,2,-0.0998,1,1.97,-2.64,0.57,0.0,1,2.5,2.0,2.5,2.5,2.5,2.5,400,16,-8.0,-8,-8,-8.0,-8,800,3
56,-8,-8,1.1353,1,-9.0,-9.0,-8.0,0.0,1,3.5,3.5,3.0,3.0,3.0,3.0,-6,-6,3.6,34,34,0.2,3,-12,4
57,2,8,-0.8135,2,-8.0,-8.0,0.43,0.0,4,3.0,2.5,3.0,3.5,2.5,3.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,6
58,-8,-8,-0.6928,1,-1.21,1.42,-0.2,1.0,3,2.5,2.5,2.5,2.5,2.0,2.5,-9,-9,2.3,19,17,0.1,1,-18,4
59,4,5,-0.2051,1,1.66,-1.46,0.38,0.0,6,4.0,3.5,3.5,3.5,3.5,3.5,-9,21,3.1,24,24,0.0,3,-18,3
60,3,4,-0.6331,1,0.71,-0.29,-0.11,0.0,6,1.5,1.5,1.5,3.0,1.5,1.5,490,23,-6.0,-6,-6,-6.0,-6,990,3
61,5,6,-0.2523,1,-1.18,0.27,-0.26,0.0,6,2.0,1.5,1.5,2.0,1.5,2.0,-9,24,2.1,21,19,0.0,5,-18,3
62,1,7,-1.8753,1,-0.2,0.32,1.02,6.0,1,1.5,3.0,4.0,3.5,3.0,3.5,-8,-8,-7.0,0,0,0.0,3,-16,5
63,-8,-8,-0.0931,1,-0.09,0.06,0.26,0.0,5,3.0,3.0,2.0,2.5,2.5,2.5,510,19,-6.0,-6,-6,-6.0,-6,1010,4
64,13,5,1.5273,1,-0.69,-0.47,-0.08,6.0,1,3.0,3.5,3.0,3.5,3.5,4.0,-9,-9,3.5,30,30,0.0,3,1100,6
65,13,3,2.1601,1,-1.68,2.07,-0.29,3.0,3,3.5,3.0,3.0,3.5,3.5,3.5,640,28,1.0,27,12,0.1,3,1260,15
66,-8,-8,-0.2572,1,0.41,-0.47,-1.04,0.0,6,2.5,1.5,2.0,2.5,2.0,2.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,6
67,2,6,-0.1986,1,1.26,0.5,0.38,1.0,6,3.0,3.0,3.0,3.5,3.0,3.5,-9,19,2.7,33,30,0.1,2,-18,4
68,5,7,-0.2112,1,-1.75,0.75,-0.57,0.0,6,1.0,1.5,1.5,2.0,1.5,1.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,5
69,3,4,-0.163,1,-9.0,-1.75,0.09,0.0,4,-1.0,3.0,3.0,3.0,3.0,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-4
70,-8,-8,-8.0,2,0.34,0.06,0.38,0.0,6,-1.0,-1.0,1.5,1.5,1.0,1.5,640,28,-6.0,-6,-6,-6.0,-6,1180,-24
71,3,6,-0.6179,1,0.04,-0.41,-1.83,0.0,6,3.5,2.5,2.0,2.5,2.5,2.5,-9,20,-6.0,-6,-6,-6.0,-6,-18,-4
72,13,3,2.1415,1,-0.22,-0.07,0.37,9.0,3,3.5,3.5,4.0,4.0,3.5,4.0,-9,-9,2.7,27,24,0.0,3,-18,3
73,5,2,0.1763,1,-0.74,0.52,-1.75,0.0,5,-1.0,-1.0,-1.0,-1.0,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,7
74,3,4,0.2892,2,-8.0,-8.0,1.21,0.0,2,3.5,3.0,2.5,1.0,2.5,2.5,-6,-6,-7.0,0,0,0.1,5,-12,5
75,-8,-8,-8.0,1,-0.74,1.67,1.06,0.0,3,3.5,2.5,2.5,2.5,2.5,2.5,420,-9,3.2,27,27,0.0,15,870,-24
76,-8,-8,-8.0,2,-0.63,-0.28,-3.04,0.0,6,2.5,1.5,0.5,1.0,1.5,1.5,-9,22,-8.0,-8,-8,-8.0,-8,-18,-24
77,3,5,0.0724,1,-0.1,-1.31,0.23,1.0,6,4.0,3.5,4.0,4.0,4.0,4.0,490,20,-7.0,0,0,0.0,3,1010,6
78,-8,-8,-0.3186,1,0.04,-0.41,-0.54,0.0,6,2.0,2.0,2.0,2.0,1.5,2.0,-9,20,-6.0,-6,-6,-6.0,-6,-18,5
79,-8,-8,-0.129,-8,-9.0,0.24,0.55,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,4
80,1,2,-1.0806,1,-0.32,-9.0,0.69,0.0,6,2.0,2.0,1.0,2.5,1.5,2.0,480,20,0.0,6,0,0.0,1,1020,6
81,-8,-8,0.3678,1,-9.0,-9.0,1.06,0.0,1,3.0,3.5,3.0,3.5,3.0,3.5,450,19,1.3,21,9,0.1,1,890,-2
82,4,2,1.0179,1,-0.6,-0.05,-0.43,0.0,3,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-9,-9,0.2,17,1,0.2,1,-18,-4
83,1,4,-0.1575,1,0.71,-0.29,0.7,1.0,1,3.0,3.5,2.5,3.0,3.0,3.0,490,23,2.4,14,14,0.0,11,990,8
84,3,3,-0.8386,1,-1.24,0.75,0.22,0.0,1,2.5,2.5,2.5,2.5,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
85,-8,-8,-0.6365,1,-8.0,-8.0,-2.52,0.0,6,-1.0,-1.0,-1.0,1.0,1.0,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-13
86,4,4,-0.1513,1,0.15,-0.02,-0.2,0.0,1,3.0,3.0,3.0,3.5,3.0,3.0,-9,19,2.5,6,6,0.0,3,-18,-2
87,5,5,1.6152,1,-2.14,0.42,-8.0,0.0,1,3.5,3.5,3.0,3.0,3.0,3.5,620,27,3.6,17,17,0.0,3,1240,3
88,4,6,0.1381,1,2.03,0.76,0.26,0.0,3,3.0,3.0,3.0,3.5,3.0,3.0,-9,-9,-9.0,-9,-9,0.0,1,-18,-3
89,5,4,-0.2731,-8,-8.0,-8.0,0.89,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,3.7,17,17,0.1,3,-16,3
90,13,4,0.8219,1,0.01,-9.0,0.03,0.0,3,3.0,2.5,2.0,2.5,2.5,2.5,-9,24,3.2,26,16,0.2,9,1200,9
91,13,4,1.3114,1,0.13,-0.18,0.7,0.0,1,3.5,4.0,3.5,4.0,3.5,3.5,550,-9,2.6,27,21,0.0,11,1110,5
92,13,3,-0.2128,1,0.42,0.28,-3.02,0.0,6,2.0,1.5,1.5,2.0,1.5,2.0,470,22,3.0,36,32,0.1,1,1010,3
93,-8,-8,-0.1082,1,-0.73,0.2,-8.0,0.0,6,0.5,1.5,1.5,1.5,0.5,1.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-3
94,7,4,0.9474,1,-2.14,0.68,0.32,0.0,1,1.5,2.0,2.0,2.0,1.5,2.0,510,-9,-8.0,-8,-8,-8.0,-8,1040,7
95,3,3,-8.0,1,2.01,-2.92,0.27,0.0,3,3.0,2.0,2.5,1.5,2.0,2.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
96,-8,-8,0.0507,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
97,7,9,1.0798,1,-1.08,1.34,0.71,4.0,3,3.5,3.5,4.0,3.5,3.5,4.5,570,24,3.3,56,58,0.0,3,1110,4
98,1,3,-0.6069,1,-0.86,0.83,0.05,0.0,1,3.5,3.5,3.5,3.5,3.5,3.5,-9,22,2.7,30,27,0.0,3,-18,7
99,7,4,1.3901,1,2.03,0.76,0.55,0.0,3,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,2.9,31,31,0.0,3,-18,3
100,4,6,-0.4974,-8,0.26,0.56,0.71,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,490,-9,-6.0,-6,-6,-6.0,-6,960,3
101,5,5,-0.0052,1,-2.14,0.15,-0.65,0.0,3,2.0,2.0,2.5,2.0,2.0,2.0,580,23,-6.0,-6,-6,-6.0,-6,1150,3
102,-8,-8,0.5219,1,0.64,-0.24,0.89,0.0,3,3.5,3.5,3.5,3.5,3.5,3.5,540,25,3.0,31,31,0.0,3,1140,6
103,3,7,-0.5735,1,2.64,-2.13,-4.91,0.0,6,-1.0,-1.0,-1.0,-1.0,0.5,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-5
104,8,4,1.5558,1,-0.66,-0.76,-0.72,9.0,1,4.0,3.5,4.0,4.0,4.0,4.5,530,-9,3.7,36,36,0.0,3,1090,11
105,2,6,-0.9287,1,-1.5,1.03,0.58,0.0,5,3.0,3.0,2.5,2.5,2.0,2.5,-9,21,-8.0,-8,-8,-8.0,-8,-18,3
106,3,5,-0.8814,2,-9.0,-9.0,-8.0,0.0,6,2.5,2.5,3.0,3.0,2.5,3.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
107,7,6,-0.0031,1,-0.79,-0.84,0.43,0.0,3,2.5,3.0,2.5,3.0,2.5,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
108,2,2,-0.5859,1,1.26,0.5,-0.64,0.0,6,2.0,2.5,2.5,2.5,2.0,2.5,-9,19,1.3,30,15,0.0,-9,-18,3
109,4,5,0.2861,1,0.49,-0.88,0.69,3.0,6,4.0,3.5,3.5,3.5,3.5,4.0,-9,22,3.1,28,28,0.0,3,-18,-5
110,3,3,0.1141,-8,-1.68,2.32,0.52,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,23,3.5,34,34,0.0,3,1060,-27
111,2,2,-0.9853,1,0.8,-0.29,-0.95,0.0,6,2.0,2.0,-1.0,1.5,1.5,1.5,480,21,-8.0,-8,-8,-8.0,-8,1010,-6
112,3,3,-0.8776,1,-1.18,1.04,1.06,0.0,1,2.5,2.5,3.0,2.0,2.0,2.5,460,-9,-8.0,-8,-8,-8.0,-8,980,3
113,2,6,-0.6682,2,-9.0,-9.0,-0.89,0.0,1,1.5,1.5,2.5,2.0,2.0,2.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,15
114,-8,-8,0.2693,1,-0.19,0.46,0.25,8.0,3,3.5,4.0,3.5,4.0,3.5,4.5,-9,-9,2.8,30,26,0.0,3,-18,-4
115,4,3,-8.0,1,1.84,-0.17,0.48,0.0,4,2.5,2.5,1.5,1.5,1.5,2.0,-9,-9,1.7,18,8,0.3,1,-18,-24
116,-8,-8,0.3595,2,-9.0,-9.0,0.1,0.0,1,3.5,3.0,3.0,3.5,3.0,3.0,-6,-6,2.8,26,23,0.1,2,-12,3
117,9,4,0.4081,1,-0.55,1.37,-1.32,0.0,1,-1.0,1.5,1.5,1.5,1.5,1.5,470,21,-6.0,-6,-6,-6.0,-6,1000,-27
118,4,3,-0.5238,-8,2.57,-0.6,-0.4,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,2.8,11,8,0.0,1,-18,3
119,2,3,0.3006,-8,-9.0,-9.0,-0.62,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,1.8,27,14,0.0,1,-18,-14
120,5,3,0.3029,1,-0.12,-9.0,0.37,4.0,3,3.0,3.0,3.5,3.5,3.0,4.0,500,19,2.6,20,16,0.2,2,1000,6
121,2,2,-0.8941,1,2.38,0.36,0.42,0.0,5,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,6
122,6,3,0.4577,1,-1.01,0.65,1.21,10.0,3,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
123,3,6,0.1953,1,-1.84,-0.08,0.28,0.0,1,4.0,3.5,3.5,3.5,3.5,3.5,550,25,3.1,20,20,0.0,3,1150,4
124,1,9,-1.2169,1,-0.04,0.37,-8.0,0.0,6,-1.0,1.5,0.5,1.0,1.0,1.0,490,22,-6.0,-6,-6,-6.0,-6,990,3
125,4,2,0.1142,1,0.42,0.28,-8.0,0.0,6,-1.0,-1.0,1.0,1.0,0.5,1.0,470,22,-6.0,-6,-6,-6.0,-6,1010,3
126,-8,-8,-0.224,-8,-9.0,-9.0,-0.86,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,2.0,4,4,0.0,1,-12,3
127,2,5,-0.5075,1,-0.63,-9.0,0.58,0.0,2,2.5,2.0,2.0,2.0,1.5,2.0,470,20,-6.0,-6,-6,-6.0,-6,960,-5
128,1,6,-0.0691,1,0.26,-9.0,0.06,0.0,1,3.0,3.0,2.5,3.0,3.0,3.0,-9,-9,2.4,35,31,0.0,3,-18,3
129,-8,-8,-0.0345,1,-0.24,0.27,-1.6,0.0,6,-1.0,-1.0,-1.0,0.5,0.25,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
130,2,4,-0.7833,1,1.35,-9.0,-0.92,0.0,6,0.25,0.25,0.5,0.25,0.25,0.25,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
131,3,2,-0.7506,2,-9.0,-9.0,-0.12,0.0,6,-1.0,-1.0,0.5,1.0,0.5,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-27
132,-8,-8,-0.9215,1,1.48,-0.93,0.27,0.0,6,0.5,0.5,1.0,1.0,0.5,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-27
133,5,5,1.2316,1,-8.0,-8.0,0.38,0.0,6,-1.0,-1.0,4.0,3.0,3.5,4.0,-6,-6,0.8,28,13,0.0,2,-12,-13
134,3,4,-0.0235,1,1.84,-0.17,0.43,2.0,1,3.0,2.5,3.0,3.0,3.0,3.0,-9,-9,3.0,3,3,0.0,3,-18,-12
135,2,3,0.2059,1,1.11,-1.67,-0.05,0.0,5,-1.0,-1.0,-1.0,0.5,1.0,1.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,6
136,5,4,-0.1574,2,-8.0,-8.0,-1.2,0.0,6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-6,-6,-8.0,-8,-8,-8.0,-8,-12,9
137,-8,-8,-0.8041,1,1.26,0.5,-8.0,0.0,6,-1.0,-1.0,-1.0,1.0,0.25,1.0,-9,19,-6.0,-6,-6,-6.0,-6,-18,4
138,7,4,0.2245,1,1.13,-0.31,0.7,0.0,1,3.0,3.0,3.0,2.5,2.5,3.0,-9,19,-6.0,-6,-6,-6.0,-6,-18,-27
139,2,5,0.5867,1,-1.5,1.64,-1.96,2.0,3,3.0,3.0,3.5,3.0,3.0,4.0,600,23,2.3,38,23,0.0,3,1150,6
140,-8,-8,-8.0,1,-0.86,-0.74,-3.51,0.0,4,2.0,2.5,2.0,2.5,2.5,2.0,550,25,-6.0,-6,-6,-6.0,-6,1110,-24
141,5,6,1.1806,-8,-0.21,0.68,0.29,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,520,25,-8.0,-8,-8,-8.0,-8,1060,7
142,3,6,0.3747,1,0.94,-0.09,0.55,4.0,3,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
143,2,6,-0.8618,1,-0.95,1.71,0.52,3.5,3,3.5,3.0,3.0,3.0,3.0,3.5,550,27,-8.0,-8,-8,-8.0,-8,1110,6
144,9,6,2.0303,1,0.49,0.03,0.84,1.0,4,2.5,2.5,2.5,2.5,2.5,2.5,-9,22,-6.0,-6,-6,-6.0,-6,-18,-4
145,5,3,1.0635,1,0.4,-0.2,1.21,1.0,1,4.0,4.0,4.0,4.0,4.0,4.5,530,23,-8.0,-8,-8,-8.0,-8,1120,18
146,7,4,-0.0414,-8,-1.25,1.51,0.26,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,520,21,-8.0,-8,-8,-8.0,-8,1010,-12
147,7,6,0.1068,1,0.04,-0.41,1.06,2.0,5,3.5,3.0,2.5,3.0,3.0,3.0,-9,20,2.3,16,16,0.0,1,-18,-12
148,2,2,-0.9674,1,1.82,-1.61,0.31,0.0,4,3.5,3.0,3.0,2.5,2.5,3.0,500,-9,-8.0,-8,-8,-8.0,-8,1060,3
149,3,5,-0.8896,1,1.6,-0.34,0.84,0.0,4,3.5,3.5,3.0,3.0,3.5,3.5,-9,-9,1.4,22,6,0.0,2,-18,6
150,5,6,-0.0329,1,-1.02,-0.35,0.7,3.5,3,2.5,2.5,3.0,3.0,2.5,3.0,480,22,3.0,6,6,0.0,2,1000,4
151,11,6,1.6564,1,-0.35,0.93,-1.58,4.0,1,2.0,2.0,2.0,3.0,2.0,2.5,-9,22,1.0,4,4,0.0,2,-18,6
152,-8,-8,-8.0,1,0.07,0.09,0.52,0.0,1,3.0,-1.0,2.5,2.0,2.0,2.5,-9,-9,-7.0,0,0,0.0,-9,-18,-24
153,5,5,1.1443,1,1.39,0.54,0.89,2.0,1,4.0,4.0,3.5,4.0,4.0,4.0,-9,16,3.7,9,9,0.0,9,-18,4
154,-8,-8,0.3217,1,-0.02,-1.86,-0.47,0.0,1,2.5,2.5,2.5,3.0,2.5,2.5,500,28,-8.0,-8,-8,-8.0,-8,1000,3
155,7,7,0.7779,1,-1.49,1.04,0.87,0.0,1,3.0,3.0,2.5,3.0,3.0,3.0,540,-9,2.2,30,27,0.0,3,1120,3
156,5,6,0.1609,1,0.71,-0.37,0.59,0.0,5,2.5,2.5,3.0,3.0,2.5,3.0,480,-9,0.7,29,12,0.0,1,1010,9
157,3,4,0.3957,1,0.58,-2.87,1.21,9.0,1,3.5,4.0,4.0,4.0,3.5,4.5,-9,-9,3.3,28,28,0.0,3,1110,-4
158,4,2,0.8814,1,-2.05,1.37,0.52,4.0,1,4.0,4.0,4.0,4.0,4.0,4.5,-9,23,-8.0,-8,-8,-8.0,-8,-18,5
