,FAMILY_INCOME_BRACKET,HOUSEHOLD_SIZE,SES_COMPOSITE_URBANICITY_ADJ,NUM_HS_ATTENDED,SCHOOL_PROBLEM_SCALE,SCHOOL_CLIMATE_SCALE,STUDENT_SCHOOL_MOTIVATION,TOTAL_AP_CREDITS,RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_WRIT_AVG,ACT_SCHOOL_AVG,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,REMEDIAL_COURSE_RATIO,ENROLLMENT_ATTAINMENT_STATUS,SAT_SCHOOL_AVG,HOURS_HOMEWORK
17498,5,5,0.0141,1,-0.4,0.67,-8.0,1.0,3,-1.0,-1.0,-1.0,-1.0,3.5,3.5,510,22,-6.0,-6,-6,-6.0,-6,1040,7
17499,-8,-8,-8.0,1,1.15,-1.36,0.11,3.0,3,3.5,3.5,3.5,3.5,3.5,4.5,500,-9,3.2,25,25,0.0,3,1040,-24
17500,2,4,-1.0613,1,1.89,-0.98,0.4,0.0,1,3.5,3.0,3.5,3.0,3.0,3.0,-9,18,-8.0,-8,-8,-8.0,-8,-18,4
17501,6,3,1.2972,1,0.22,0.4,0.11,0.0,5,4.0,4.0,4.0,4.0,4.0,4.0,-9,22,3.4,31,31,0.0,3,-18,3
17502,-8,-8,0.2986,-8,-1.25,1.51,-0.05,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,520,21,2.5,33,26,0.0,2,1010,4
17503,7,4,0.9021,2,-1.59,1.08,0.05,0.0,3,1.5,2.0,2.5,2.5,2.0,2.0,560,24,-6.0,-6,-6,-6.0,-6,1170,-7
17504,3,4,-0.4482,-8,-1.76,0.33,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,510,-9,-6.0,-6,-6,-6.0,-6,1060,-3
17505,-8,-8,0.7089,1,-1.88,1.12,-0.1,0.0,3,3.0,3.5,2.0,2.0,2.5,2.5,570,26,-7.0,0,0,0.3,2,1120,5
17506,-8,-8,-8.0,2,-9.0,-9.0,0.37,0.0,1,3.0,3.0,3.0,3.0,3.0,3.0,-6,-6,-7.0,0,0,0.0,-9,-12,-24
17507,1,5,-1.2796,1,-1.2,-0.75,0.56,3.0,1,2.5,3.0,3.0,3.5,2.5,3.0,-9,-9,-7.0,0,0,0.0,-9,-18,-3
17508,2,4,-0.2698,1,0.49,-0.11,1.06,0.0,3,2.5,3.0,2.0,3.0,2.5,2.5,-9,-9,1.2,31,18,0.2,1,-18,3
17509,4,5,-0.1711,1,0.32,1.33,0.85,2.5,3,3.5,3.5,3.0,3.5,3.5,3.5,-9,-9,-7.0,3,0,0.0,3,-18,3
17510,4,5,0.5914,1,-0.39,-0.08,-0.66,5.5,1,3.0,3.5,3.5,4.0,3.5,4.0,490,24,2.8,31,31,0.0,3,1040,7
17511,-8,-8,-8.0,1,-0.39,0.89,-1.08,0.5,6,3.5,3.0,3.0,3.0,3.0,3.0,600,23,-7.0,0,0,0.0,-9,1190,-24
17512,7,4,0.7672,1,0.5,-0.53,-8.0,0.0,2,3.0,3.0,2.5,2.5,2.5,3.0,500,22,-6.0,-6,-6,-6.0,-6,1050,3
17513,-8,-8,0.4199,1,0.92,-1.06,0.85,2.0,1,3.5,4.0,3.5,3.5,3.5,3.5,-9,23,3.4,33,33,0.0,3,-18,5
17514,4,6,-0.4252,1,-2.05,1.37,-0.19,0.0,1,3.0,2.5,2.0,2.0,2.5,3.0,-9,23,3.3,18,18,0.2,1,-18,8
17515,3,6,-0.6194,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,0.5,0.5,0.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-7
17516,3,6,0.6937,2,1.29,-1.14,0.11,1.0,6,-1.0,0.5,-1.0,3.5,3.0,3.0,-9,-9,3.0,20,20,0.0,1,-18,3
17517,6,5,0.9784,1,-1.84,-0.08,-0.01,0.0,4,2.0,2.0,3.0,2.0,2.0,2.5,550,25,2.5,17,14,0.1,2,1150,4
17518,-8,-8,0.0717,-8,-1.19,0.64,0.61,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-6.0,-6,-6,-6.0,-6,-16,6
17519,1,4,-0.9279,-8,0.53,-9.0,0.73,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-7
17520,-8,-8,-8.0,-8,0.93,-9.0,0.06,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,400,-9,-6.0,-6,-6,-6.0,-6,800,-24
17521,5,3,-8.0,1,-1.1,1.04,-3.02,3.0,3,3.5,2.0,3.0,3.0,2.5,3.5,-9,23,2.4,33,13,0.0,2,-18,-24
17522,13,4,2.1601,1,-0.18,0.67,-0.2,0.0,4,1.0,2.0,1.5,2.5,1.5,1.5,480,-9,-7.0,11,3,0.6,1,1010,9
17523,8,4,1.1459,1,-0.39,-0.27,0.7,3.5,6,3.0,3.5,3.5,3.5,3.5,3.5,600,25,2.3,29,25,0.0,3,1240,4
17524,2,5,-0.8791,-8,0.84,-1.21,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17525,4,5,-0.0983,1,0.09,1.57,1.02,0.0,6,3.0,3.5,3.5,4.0,3.5,3.5,480,19,-7.0,0,0,0.0,-9,990,-2
17526,5,5,0.2502,1,-0.14,0.38,-0.4,0.0,6,2.0,2.0,3.0,2.5,2.0,2.5,-9,20,-6.0,-6,-6,-6.0,-6,-18,4
17527,6,5,1.9412,1,-0.37,0.36,0.91,0.5,6,4.0,4.0,4.0,4.0,4.0,4.0,-9,18,4.0,12,12,0.0,3,-18,10
17528,6,3,0.6972,1,-1.73,-0.49,0.4,2.0,3,3.5,4.0,3.5,3.0,3.5,4.0,530,22,4.0,29,25,0.0,2,1040,4
17529,13,7,0.8147,1,-1.76,1.86,-2.26,0.0,3,3.5,3.0,3.0,2.5,3.0,3.0,600,-9,3.7,31,31,0.0,3,1200,6
17530,8,4,1.4255,1,0.54,-0.55,-0.88,1.0,6,-1.0,3.5,4.0,4.0,4.0,4.5,480,-9,3.5,12,12,0.0,3,970,4
17531,-8,-8,-8.0,1,-0.09,0.06,0.55,0.0,5,4.0,3.5,3.5,3.5,3.5,3.5,510,19,-6.0,-6,-6,-6.0,-6,1010,-24
17532,6,7,1.1473,1,0.11,-0.01,0.21,0.0,3,3.0,3.5,2.0,3.0,3.0,3.0,-9,20,1.9,22,14,0.0,1,-18,5
17533,-8,-8,-0.1837,1,0.18,-1.4,0.91,0.0,3,2.5,3.5,3.0,3.5,3.0,3.0,490,-9,0.9,22,8,0.3,-9,1010,5
17534,-8,-8,-0.0639,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,1.5,2.0,1.5,-6,-6,4.0,6,6,0.0,2,-12,3
17535,-8,-8,-8.0,1,-0.6,-9.0,0.23,0.0,3,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,1.1,13,6,0.3,1,-18,-24
17536,5,4,0.7561,1,-0.12,-9.0,0.57,0.0,6,3.5,3.5,3.5,1.5,2.5,3.0,500,19,-6.0,-6,-6,-6.0,-6,1000,5
17537,6,5,-0.2719,1,-1.75,1.31,-0.37,0.0,1,3.0,3.0,3.0,3.0,3.0,3.0,490,-9,-7.0,0,0,0.0,2,1030,-13
17538,6,5,0.2829,1,-0.86,0.83,1.06,2.0,1,4.0,4.0,4.0,4.0,4.0,4.5,-9,22,4.0,13,13,0.0,1,-18,4
17539,12,4,1.2131,1,-1.76,1.86,0.24,1.0,5,3.5,2.5,3.0,3.0,3.0,3.0,600,-9,2.1,33,15,0.1,3,1200,-5
17540,5,4,0.2787,1,-0.26,-0.66,0.02,3.5,1,2.5,3.5,3.0,3.0,3.0,3.0,470,21,3.0,6,6,0.0,2,990,6
17541,6,4,0.691,-8,0.4,0.67,0.89,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,490,25,-8.0,-8,-8,-8.0,-8,880,5
17542,6,4,-0.0922,4,-9.0,-9.0,-8.0,0.0,2,3.5,-1.0,2.0,1.0,2.5,2.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
17543,5,3,0.0001,1,-1.24,0.75,0.24,2.5,1,2.5,2.5,3.0,2.5,2.5,3.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
17544,2,6,-8.0,1,-1.94,-9.0,-0.03,0.0,6,2.0,3.5,3.0,3.0,3.0,3.0,620,17,-6.0,-6,-6,-6.0,-6,1260,-24
17545,5,7,-0.2046,1,1.11,-1.67,-0.09,0.0,1,2.5,2.5,2.0,2.0,2.0,2.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,4
17546,-8,-8,-0.5099,2,0.04,0.28,-4.42,0.0,4,2.5,3.0,-1.0,2.0,2.5,2.5,580,21,3.7,40,40,0.1,11,1280,3
17547,-8,-8,-0.3489,1,0.29,-0.66,-8.0,0.0,6,-1.0,-1.0,2.5,2.5,2.0,2.5,-8,-8,2.8,27,27,0.0,3,-16,3
17548,2,4,-0.7472,1,-0.19,0.66,0.7,1.0,1,3.5,3.5,4.0,3.5,3.5,3.5,-9,16,4.0,3,3,0.1,1,-18,6
17549,3,6,-0.1406,1,-0.6,0.8,-0.29,0.0,6,-1.0,-1.0,-1.0,-1.0,1.5,2.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,6
17550,3,5,0.3619,1,-0.5,1.12,0.89,0.0,3,3.0,2.0,-1.0,2.5,2.5,2.5,470,21,-8.0,-8,-8,-8.0,-8,970,-5
17551,3,4,0.5734,-8,-0.78,1.62,0.52,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,2.6,19,19,0.0,1,-18,3
17552,-8,-8,-8.0,1,-0.39,-9.0,-3.04,5.0,1,3.0,3.5,3.5,3.5,3.0,3.5,570,-9,2.2,31,24,0.0,1,1170,-24
17553,6,5,-8.0,1,-0.63,-9.0,1.06,2.0,3,4.0,4.0,4.0,4.0,4.0,4.0,470,20,-7.0,14,0,0.0,1,960,-24
17554,6,3,1.1763,1,-1.44,1.41,0.53,0.0,3,3.5,3.5,3.5,3.5,3.5,3.5,640,25,3.1,33,33,0.0,3,1240,6
17555,6,3,0.2045,1,0.93,-9.0,0.55,0.0,2,3.0,2.5,3.0,3.0,2.5,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17556,9,4,0.4661,1,-0.24,-0.98,1.02,3.5,1,2.0,3.0,3.0,3.5,2.5,3.0,500,22,-8.0,-8,-8,-8.0,-8,1000,4
17557,1,4,-1.36,2,-8.0,-8.0,-1.21,0.0,6,3.0,2.0,2.0,1.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-5
17558,4,4,0.5514,1,-9.0,-9.0,-0.21,0.0,3,3.0,3.0,2.5,3.0,2.5,3.0,-9,24,-8.0,-8,-8,-8.0,-8,-18,6
17559,8,4,0.6313,1,-1.49,1.04,0.23,0.0,1,3.0,2.5,3.0,2.5,2.5,2.5,540,-9,2.7,32,29,0.0,3,1120,9
17560,-8,-8,0.4763,1,-1.49,1.65,-9.0,3.5,1,3.0,3.0,3.5,3.5,3.0,3.5,600,27,3.5,13,13,0.0,3,1210,6
17561,5,5,0.0372,1,1.66,-1.46,-0.14,0.0,6,1.5,2.0,1.5,1.5,1.5,1.5,-9,21,-8.0,-8,-8,-8.0,-8,-18,9
17562,3,3,-0.127,1,1.64,-0.77,0.17,0.0,3,2.0,3.0,3.0,2.0,2.5,2.5,470,21,-7.0,28,23,0.2,1,970,5
17563,-8,-8,0.4221,1,0.29,-0.81,-3.04,0.0,3,3.0,2.5,3.5,3.0,3.0,3.0,-9,21,2.5,6,6,0.1,-9,-18,-5
17564,6,4,0.0343,1,0.93,0.16,0.33,1.0,1,3.5,3.5,4.0,4.0,3.5,4.0,420,-9,-8.0,-8,-8,-8.0,-8,900,4
17565,1,3,-0.8755,1,1.37,1.24,-0.68,0.0,2,3.0,2.0,1.0,2.0,1.5,2.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
17566,-8,-8,-0.0163,1,-0.38,1.26,-0.17,0.0,6,2.5,2.0,1.5,1.5,1.5,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17567,1,5,-1.7015,1,-0.37,0.36,-8.0,0.0,6,2.0,1.5,1.0,2.0,1.5,1.5,-9,18,-8.0,-8,-8,-8.0,-8,-18,3
17568,4,4,-0.0661,1,-0.53,0.71,-0.07,0.5,1,2.5,3.0,3.5,3.5,3.0,3.5,-9,21,2.9,30,21,0.0,3,-18,7
17569,-8,-8,-0.9913,-8,1.58,-0.33,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,18,-6.0,-6,-6,-6.0,-6,-18,-13
17570,-8,-8,0.5897,1,-1.18,0.27,1.02,0.0,1,3.5,3.5,3.0,3.0,3.0,3.0,-9,24,-6.0,-6,-6,-6.0,-6,-18,8
17571,-8,-8,0.9007,1,-1.13,-0.2,0.55,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,-9,25,-7.0,0,0,0.0,1,-18,-5
17572,-8,-8,-0.565,1,0.47,-1.16,-2.78,0.0,6,-1.0,1.0,0.5,2.0,1.0,1.5,-9,19,-6.0,-6,-6,-6.0,-6,-18,-15
17573,3,2,0.1141,1,2.18,-1.0,0.58,2.0,6,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-9,17,2.2,28,22,0.1,3,-18,7
17574,2,6,-0.5343,2,-8.0,-8.0,0.7,0.0,6,-1.0,-1.0,-1.0,3.5,3.5,3.5,-6,-6,2.6,30,22,0.0,3,-12,5
17575,-8,-8,-0.8912,2,-0.73,0.2,-8.0,0.0,6,-1.0,-1.0,-1.0,0.5,0.5,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17576,2,5,-0.6108,2,-2.14,-9.0,-0.23,0.0,6,2.0,2.0,2.0,2.0,2.0,2.0,-9,22,-6.0,-6,-6,-6.0,-6,-18,3
17577,3,2,-0.6788,1,-0.35,-1.23,-0.04,1.0,6,3.0,3.5,3.5,3.0,3.0,4.0,-9,-9,2.9,36,36,0.0,3,-18,6
17578,-8,-8,0.7591,1,-1.72,0.75,-8.0,1.5,3,3.5,4.0,4.0,4.0,4.0,4.0,-9,22,3.3,29,29,0.0,3,-18,3
17579,-8,-8,-0.082,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-5
17580,2,6,-0.4594,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,0.5,2.5,1.5,1.5,-6,-6,0.0,21,0,0.7,1,-12,4
17581,-8,-8,-8.0,1,0.76,-0.37,-0.23,0.0,4,3.0,1.5,2.0,1.0,2.0,2.0,-9,18,-6.0,-6,-6,-6.0,-6,-18,-24
17582,2,4,-0.8689,1,0.84,-1.21,-1.01,0.5,2,1.5,1.0,1.0,1.0,1.0,1.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-5
17583,-8,-8,-8.0,1,-0.07,-0.37,-0.69,0.0,2,2.0,2.0,1.5,1.5,2.0,1.5,490,-9,3.7,10,10,0.0,1,1020,-24
17584,-8,-8,0.6513,1,-1.52,0.42,0.85,3.0,3,3.5,3.5,3.5,3.0,3.5,3.5,530,-9,3.0,32,32,0.0,3,1100,8
17585,-8,-8,-0.4397,2,-9.0,0.7,-8.0,0.0,1,1.5,2.5,3.0,3.0,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17586,-8,-8,-0.4427,2,-9.0,-9.0,-8.0,0.0,1,3.5,2.0,2.0,3.0,2.5,2.5,-6,-6,-8.0,-8,-8,-8.0,-8,-12,6
17587,4,3,-0.4241,2,-9.0,-9.0,0.74,0.0,3,3.0,2.0,2.0,3.0,2.0,2.0,-6,-6,1.5,23,13,0.0,5,-12,5
17588,-8,-8,-0.2338,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,-12
17589,6,6,0.0137,1,1.13,-0.31,0.53,0.0,3,4.0,4.0,4.0,4.0,4.0,4.0,-9,19,3.9,14,14,0.0,3,-18,-4
17590,3,3,0.4825,2,1.79,-0.43,0.89,1.0,1,3.0,3.0,2.0,2.0,2.0,2.5,420,17,1.8,33,29,0.0,1,845,-14
17591,3,3,-0.1383,1,-0.51,0.04,-0.65,4.0,3,3.0,3.5,3.5,3.0,3.0,4.0,-9,-9,1.6,32,23,0.0,2,-18,-5
17592,-8,-8,-0.0098,2,-9.0,-9.0,-0.26,0.0,6,2.5,2.0,1.5,1.0,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
17593,2,5,-0.6034,1,-1.1,1.67,-1.74,1.0,1,3.0,3.0,2.5,2.5,2.5,3.0,-9,18,1.2,20,12,0.0,3,-18,-2
17594,2,2,-0.896,1,0.75,0.44,-1.48,0.0,2,2.5,3.0,3.0,2.5,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,5
17595,1,4,-0.6904,2,-9.0,-9.0,0.1,0.0,1,1.5,2.0,2.5,2.0,2.0,2.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,-12
17596,3,3,-1.1339,1,0.73,-0.21,-1.53,0.0,5,2.5,3.0,2.5,1.5,1.5,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-25
17597,-8,-8,-8.0,1,-1.94,1.76,0.7,4.0,3,3.0,3.0,3.0,3.0,3.0,3.0,500,23,3.5,27,27,0.0,3,1040,-24
17598,2,5,-0.0116,1,-0.21,0.68,0.54,8.0,4,3.0,3.0,3.0,3.5,3.0,3.5,520,25,-8.0,-8,-8,-8.0,-8,1060,3
17599,-8,-8,0.5036,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,1.9,31,22,0.0,1,-12,4
17600,-8,-8,0.7503,1,0.68,-0.17,0.74,3.0,1,2.5,2.5,3.0,2.5,2.5,3.0,-9,-9,3.0,30,30,0.0,1,-18,4
17601,2,4,-0.9363,1,-0.03,-0.19,-9.0,0.0,6,3.5,4.0,4.0,4.0,4.0,4.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,9
17602,-8,-8,-1.2437,1,1.74,-0.88,0.7,0.0,4,2.5,2.5,2.5,2.0,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-27
17603,-8,-8,-0.061,1,-0.71,0.4,-0.29,1.5,5,2.0,1.5,3.0,3.5,2.5,2.5,540,24,3.9,27,21,0.2,1,1110,5
17604,1,2,-1.3577,1,2.26,-1.05,-0.19,0.0,6,3.0,1.0,2.0,2.5,2.0,2.0,480,-9,-8.0,-8,-8,-8.0,-8,990,-13
17605,2,3,-0.322,1,-1.75,0.75,-1.08,0.0,6,3.5,3.0,3.5,3.5,3.5,3.5,-9,-9,-7.0,0,0,0.0,3,-18,8
17606,6,5,0.9231,1,0.23,-1.74,-1.05,0.5,6,2.5,3.0,3.0,3.0,2.5,3.0,-9,-9,3.1,21,21,0.2,2,-18,5
17607,-8,-8,-0.0572,1,0.64,-0.24,0.57,0.0,1,3.0,3.0,3.0,3.0,2.5,3.0,540,25,3.3,32,32,0.0,3,1140,8
17608,2,3,-0.6506,1,1.12,-0.07,0.74,0.0,1,3.5,-1.0,3.5,3.5,3.5,4.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,4
17609,7,4,0.8572,1,-0.99,-0.53,0.7,0.0,3,3.0,2.0,2.5,3.0,2.5,2.5,-9,21,-6.0,-6,-6,-6.0,-6,-18,-4
17610,-8,-8,0.0728,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,3
17611,2,5,-0.7213,1,-1.68,1.43,0.51,4.0,1,3.0,3.0,3.5,3.5,3.0,3.5,620,28,3.3,30,26,0.0,3,1200,3
17612,2,3,-0.93,1,-9.0,0.16,-0.78,0.0,2,2.5,2.5,2.5,2.0,2.0,2.5,500,22,-6.0,-6,-6,-6.0,-6,1030,6
17613,2,3,-0.8941,3,-8.0,-8.0,-1.4,0.0,6,-1.0,-1.0,2.5,2.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,18
17614,10,5,0.2537,-8,0.02,-0.18,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,470,23,-6.0,-6,-6,-6.0,-6,1020,13
17615,-8,-8,-0.2144,1,0.29,-0.18,0.39,0.0,3,2.5,3.0,3.0,3.0,3.0,3.0,-9,19,3.4,6,6,0.1,1,-18,3
17616,3,5,0.2362,1,-2.14,2.08,0.55,2.0,1,3.5,3.5,3.5,3.5,3.5,3.5,560,-9,2.7,29,26,0.0,3,1070,5
17617,7,3,0.9841,2,-2.14,1.92,-0.1,3.0,3,3.0,3.0,2.0,2.5,2.5,3.0,520,-9,2.4,31,25,0.0,3,1070,4
17618,-8,-8,-0.3919,1,0.49,0.24,0.89,0.0,2,3.5,2.5,2.5,3.0,2.5,3.0,-9,21,1.7,27,16,0.2,1,-18,3
17619,-8,-8,-0.5672,1,0.95,-0.61,-8.0,0.0,6,-1.0,-1.0,-1.0,1.5,1.0,1.5,-9,17,-6.0,-6,-6,-6.0,-6,-18,3
17620,-8,-8,-0.2515,1,1.38,0.09,-1.72,0.0,2,3.5,2.5,2.5,2.0,3.0,2.5,420,-9,-8.0,-8,-8,-8.0,-8,865,3
17621,1,6,-0.0039,1,-0.01,-9.0,-0.42,0.0,2,4.0,3.5,4.0,4.0,4.0,4.0,-9,20,3.0,7,7,0.0,11,-18,4
17622,1,5,-0.7472,1,0.32,0.18,0.75,0.0,1,3.0,2.5,3.0,3.0,2.5,2.5,470,22,-6.0,-6,-6,-6.0,-6,970,8
17623,5,5,0.8359,1,-1.22,1.26,-0.87,0.0,4,2.5,2.0,1.5,1.5,1.5,2.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-13
17624,3,3,0.2892,2,1.11,-1.67,-0.58,3.0,6,-1.0,3.0,2.0,2.0,2.0,2.5,-9,-9,-7.0,12,0,0.2,-9,-18,7
17625,7,5,0.7585,1,0.29,1.14,0.7,0.0,1,2.5,3.5,2.5,2.5,2.5,3.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
17626,5,4,0.6696,1,-1.1,1.04,0.69,0.0,3,3.5,3.0,3.5,3.0,3.0,3.0,-9,23,2.0,6,6,0.0,10,-18,4
17627,5,4,-0.1555,1,-0.04,0.07,0.12,5.0,1,4.0,3.5,3.5,3.5,3.5,4.0,490,-9,3.0,26,26,0.0,3,1060,5
17628,4,5,-0.3046,1,-0.16,-0.82,0.87,0.0,3,4.0,3.0,3.0,3.0,3.0,3.0,460,21,3.2,21,18,0.0,5,970,7
17629,2,6,-0.9369,-8,-9.0,-9.0,0.57,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,5
17630,-8,-8,-0.3309,1,-9.0,-9.0,-2.0,0.0,6,-1.0,-1.0,0.5,2.0,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-5
17631,-8,-8,-0.5248,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,3
17632,6,4,0.7014,2,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,3.0,3.5,3.0,3.0,-6,-6,2.9,32,32,0.0,3,-12,-12
17633,4,4,-0.1039,1,1.36,-0.67,-0.57,0.0,4,3.5,2.5,3.0,3.0,2.5,3.5,510,-9,-8.0,-8,-8,-8.0,-8,1070,5
17634,7,4,0.6145,1,-9.0,-9.0,-2.71,0.0,6,2.5,2.0,2.0,1.5,1.5,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
17635,-8,-8,-0.264,2,-0.76,0.68,-0.04,0.0,3,2.5,3.0,4.0,3.5,3.0,3.0,-9,-9,1.5,17,17,0.0,1,-18,5
17636,3,6,-0.6865,1,-0.22,-0.07,0.26,0.0,6,3.5,2.5,2.5,3.0,2.5,3.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,5
17637,-8,-8,-8.0,1,-1.05,0.32,-0.23,0.5,3,2.5,3.0,3.0,3.0,2.5,3.0,580,25,-8.0,-8,-8,-8.0,-8,1220,-24
17638,4,5,-0.4589,1,1.41,0.8,0.09,0.0,6,2.0,2.5,2.0,2.5,2.0,2.5,420,18,-8.0,-8,-8,-8.0,-8,900,6
17639,-8,-8,-8.0,1,-1.14,0.55,0.73,12.0,1,3.0,3.0,2.5,2.0,2.5,3.5,520,24,4.0,22,22,0.0,1,1110,-24
17640,6,5,-0.1616,1,0.23,-1.74,-2.53,0.0,6,2.0,3.0,2.0,2.0,2.0,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-3
17641,6,4,0.581,1,1.36,-2.31,-0.3,0.0,3,3.5,3.0,3.0,3.0,3.0,3.0,-9,-9,-7.0,0,0,0.0,-9,-18,-6
17642,-8,-8,0.0716,1,-0.61,-1.0,0.52,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,480,28,-7.0,0,0,0.0,3,1150,4
17643,1,5,-1.336,3,-9.0,-9.0,-5.64,0.0,5,2.5,0.5,1.5,1.5,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-4
17644,5,5,0.0115,1,0.12,-0.45,-8.0,0.0,5,2.5,2.0,2.0,2.0,1.5,2.0,520,23,-6.0,-6,-6,-6.0,-6,1100,-7
17645,5,9,0.1535,1,0.41,-0.47,0.52,0.0,3,3.0,3.5,3.5,3.5,3.5,3.5,-9,22,-8.0,-8,-8,-8.0,-8,-18,4
17646,13,3,1.8607,1,-1.9,1.91,0.04,1.0,3,3.0,3.5,3.0,3.0,3.0,3.5,-9,25,-7.0,0,0,0.0,3,-18,-4
17647,-8,-8,0.0327,-8,-9.0,-9.0,0.55,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-7.0,0,0,0.0,1,-12,-7
17648,-8,-8,-0.4321,1,0.69,0.93,0.7,0.0,2,2.5,2.5,2.5,1.0,1.5,2.5,-9,20,-7.0,3,3,0.0,9,-18,-5
17649,1,2,-1.6514,2,-0.06,0.4,-8.0,0.0,5,-1.0,3.5,3.5,2.5,3.0,3.0,-9,20,-6.0,-6,-6,-6.0,-6,-18,3
17650,5,7,-0.2352,1,0.32,-0.21,0.55,0.0,1,3.5,3.5,3.5,4.0,3.5,4.0,-9,-9,2.5,32,32,0.0,3,-18,4
17651,4,4,-0.4896,1,-1.85,0.93,0.37,0.0,6,2.5,3.0,3.0,2.0,2.5,2.5,570,23,1.1,16,8,0.3,1,1160,-5
17652,-8,-8,0.8025,1,-2.14,0.15,0.43,1.5,1,3.5,4.0,3.5,3.5,3.5,3.5,580,23,3.4,19,19,0.0,3,1150,4
17653,6,4,0.7863,2,-8.0,-8.0,-0.44,0.0,6,2.0,2.5,3.0,3.0,2.5,2.5,-6,-6,2.3,20,20,0.1,1,-12,6
